,statement,link,veracity
154,"“Biden failed to condemn far-left violent groups like Antifa, instead faulting only the brave men and women of law enforcement.”",/factchecks/2020/sep/03/donald-trump/trump-campaign-wrong-biden-has-repeatedly-condemne/,false
155,“Only 6% of the people actually died from COVID.” The others “died from other reasons.”,/factchecks/2020/sep/03/donald-trump/trump-repeats-false-claim-about-covid-19-deaths-fo/,pants-fire
156,"""When I was vice president, violent crime fell 15% in this country. ... The murder rate now is up 26% across the nation this year under Donald Trump.""",/factchecks/2020/sep/03/joe-biden/fact-checking-joe-bidens-comparison-violent-crime-/,half-true
157,Says his policy is that “health insurance should always cover preexisting conditions. For anyone. Period.”,/factchecks/2020/sep/03/david-perdue/georgia-sen-perdues-record-preexisting-conditions-/,false
158,“More cops have died from COVID this year than have been killed on patrol.”,/factchecks/2020/sep/02/joe-biden/has-covid-19-killed-more-cops-all-other-causes/,mostly-true
159,Says Tony Evers and Mandela Barnes “have participated in rallies that have done more to incite than calm the situation” in Kenosha,/factchecks/2020/sep/01/ron-johnson/johnson-misses-mark-claim-evers-barnes-have-partic/,false
160,“The entire city (of Portland) is ablaze all the time.”,/factchecks/2020/sep/01/donald-trump/we-are-not-fire-authorities-dispute-trumps-false-c/,false
161,“I am not banning fracking.”,/factchecks/2020/sep/01/joe-biden/fact-checkin-joe-biden-pa-his-fracking-policy/,mostly-true
162,"Says Ady Barkan asked Joe Biden, “Do we agree that we can redirect some of the funding for police?”",/factchecks/2020/aug/31/steve-scalise/house-republicans-video-manipulates-activists-comp/,pants-fire
163,Says Joe Biden “abandoned Scranton.”,/factchecks/2020/aug/29/donald-trump/fact-checking-trumps-frequent-claim-joe-biden-aban/,pants-fire
164,"Says Gov. Tony Evers and Lt. Gov. Mandela Barnes, after police shooting of Jacob Blake, ""did not call for peace. They did not encourage calm.",/factchecks/2020/aug/28/howard-marklein/claim-evers-barnes-did-not-call-peace-calm-after-b/,barely-true
165,"“Trump denies fire assistance to California because they didn't vote for him, but helped Russia with their wildfires in Siberia.”",/factchecks/2020/aug/28/facebook-posts/yes-trump-said-he-offered-russia-help-wildfires-no/,false
166,"Police are ""20.8 times more likely to kill than be killed by a criminal.""",/factchecks/2020/aug/27/chris-larson/yes-police-were-208-more-likely-kill-be-killed-cri/,true
167,Says Donald Trump “proposes cutting a half a billion dollars of local police support.”,/factchecks/2020/aug/25/joe-biden/biden-says-trump-wants-cut-local-law-enforcement-a/,mostly-true
168,Democrats and Joe Biden “want to abolish the suburbs altogether by ending single-family home zoning.”,/factchecks/2020/aug/25/patricia-mccloskey/st-louis-couple-who-aimed-guns-protesters-makes-fa/,false
169,"""In 3 months, Melania took 21 trips to NY, to get her hair done, at taxpayer cost of $675,000 or $32,143/trip.""",/factchecks/2020/aug/24/facebook-posts/melania-trumps-675000-travel-bill-was-care-her-son/,false
170,"“So this is just a way they’re trying to steal the election, and everybody knows that. Because the only way they’re going to win is by a rigged election.”",/factchecks/2020/aug/24/donald-trump/donald-trump-says-joe-biden-can-only-win-rigged-el/,pants-fire
171,Says Donald Trump's payroll tax deferral “could leave American workers liable for thousands of dollars during tax season and could potentially leave programs like Social Security and Medicare weakened.”,/factchecks/2020/aug/24/eugene-depasquale/pa-democrats-tweet-correct-uncertainties-donald-tr/,mostly-true
172,Kanye West’s access to Wisconsin’s ballot was “denied by liberals.”,/factchecks/2020/aug/21/republican-party-wisconsin/liberals-did-not-deny-kanye-west-access-november-b/,barely-true
173,“The DNC omitted ‘one nation under God’ from the Pledge of Allegiance.”,/factchecks/2020/aug/21/peggy-hubbard/dnc-did-not-omit-one-nation-under-god-pledge-alleg/,barely-true
174,"Says President Barack Obama “spied on my campaign, and got caught!”",/factchecks/2020/aug/20/donald-trump/donald-trump-repeats-false-claim-obama-spied-his-c/,false
175,"Says Joe Biden told Americans, ‘If you elect me, your taxes are going to be raised, not cut.”",/factchecks/2020/aug/20/america-first/ad-attacking-joe-bidens-tax-plan-takes-his-comment/,barely-true
176,Goodyear Tires “announced a BAN ON MAGA HATS…This is what the Radical Left Democrats do.”,/factchecks/2020/aug/19/donald-trump/calling-goodyear-dress-code-ban-maga-hats-mischara/,barely-true
177,"The coronavirus has seen a “big surge in New Zealand. It's terrible. We don't want that.""",/factchecks/2020/aug/18/donald-trump/we-dont-want-trump-says-new-zealand-after-country-/,false
178,"“In California, Democrats have intentionally implemented rolling blackouts.”",/factchecks/2020/aug/18/donald-trump/grid-operator-rejects-trumps-false-claim-democrats/,false
179,"""Our (COVID-19) numbers are better than almost all countries.""",/factchecks/2020/aug/18/donald-trump/donald-trump-says-us-top-globally-covid-19-fight-i/,false
180,"Says Democratic presidential nominee Joe Biden backs a fracking ban that would cost 100,000 Wisconsin jobs",/factchecks/2020/aug/18/trump-victory-wisconsin/no-joe-biden-doesnt-want-ban-fracking-and-kill-wis/,false
181,Says Kamala Harris wants to eliminate beef.,/factchecks/2020/aug/14/facebook-posts/no-kamala-harris-didnt-say-she-wants-eliminate-bee/,false
182,"The Trump administration “added over 209,000 jobs, including 16,000 new manufacturing jobs, to Pennsylvania over the last three years.",/factchecks/2020/aug/14/mike-pence/has-pennsylvania-added-thousands-manufacturing-job/,false
183,"Says Donald Trump “just promised that if he wins reelection, he’ll gut Social Security and Medicare.”",/factchecks/2020/aug/13/kamala-harris/kamala-harris-flawed-social-security-medicare-atta/,barely-true
184,"“Depending on which study you look at, either 68% or 5 out of 6 individuals ... are making more on unemployment than they did on the job.”",/factchecks/2020/aug/13/ron-johnson/johnsons-claim-some-earn-more-unemployment-working/,mostly-true
185,Says Tommy Tuberville “is for privatizing Social Security and cutting Medicare.”,/factchecks/2020/aug/13/doug-jones/doug-jones-misleads-about-tommy-tubervilles-positi/,half-true
186,“The Democrats don’t want to do anything having to do with protecting people from eviction.”,/factchecks/2020/aug/13/donald-trump/donald-trump-falsely-says-democrats-dont-want-prot/,false
187,Says the U.S. Senate is “dominated by millionaires” and that he is “not one of them.”,/factchecks/2020/aug/13/cory-booker/cory-booker-said-us-senate-dominated-millionaires-/,true
188,Says Kamala Harris called Joe Biden “a racist” during a Democratic presidential debate.,/factchecks/2020/aug/12/instagram-posts/harris-did-not-call-biden-racist-during-her-busing/,false
189,"""Donald Trump says he will ‘terminate’ Social Security if re-elected.""",/factchecks/2020/aug/12/social-security-works/did-trump-say-he-will-terminate-social-security-if/,barely-true
190,Video shows missile attack in Beirut explosion.,/factchecks/2020/aug/07/blog-posting/fake-video-shows-missile-attack-beirut-explosion/,false
191,Say “Sam Hyde identified as perpitrator (sic) of Beirut explosion”,/factchecks/2020/aug/05/blog-posting/running-internet-prank-ties-us-comedian-beirut-bla/,pants-fire
192,"“There have been five randomized controlled, placebo controlled trials that do not show any benefit to hydroxychloroquine.”",/factchecks/2020/aug/05/brett-giroir/yes-least-five-randomized-controlled-studies-say-h/,mostly-true
193,Says “Joe Biden is absolutely on board with defunding the police.”,/factchecks/2020/aug/05/donald-trump/no-joe-biden-isnt-board-defunding-police/,false
194,Federal agents in Portland have been “kidnapping and holding citizens without charges.”,/factchecks/2020/aug/04/bob-casey/sen-bob-casey-said-federal-agents-kidnapped-protes/,mostly-true
195,"Under an executive order, “expensive insulin went from big dollars to virtual pennies … especially (for) our seniors.”",/factchecks/2020/aug/03/donald-trump/trump-inflates-insulin-help-seniors/,barely-true
196,“McDonald’s (makes) you all sign noncompete contracts that you cannot go across town to try to get a job at Burger King.”,/factchecks/2020/jul/28/joe-biden/biden-wrong-mcdonalds-workers-cant-jump-competing-/,false
197,“Murders this year have spiked 27% in Philadelphia.”,/factchecks/2020/jul/24/donald-trump/fact-checking-trump-rising-murders-philly/,true
198,"Says Joe Biden proposed “killing over 600,000 jobs supported by fracking.”",/factchecks/2020/jul/21/mike-kelly/no-joe-biden-doesnt-want-ban-fracking-or-kill-penn/,false
199,“Joe Biden wants to end school choice.”,/factchecks/2020/jul/17/donald-trump/donald-trump-falsely-claims-biden-wants-end-school/,barely-true
200,"Says Joe Biden plans to “mandate net-zero carbon emissions for homes, offices and all new buildings by 2030. That basically means no windows, no nothing.”",/factchecks/2020/jul/17/donald-trump/trump-said-biden-wants-mandate-net-zero-emission-b/,false
201,"On COVID-19, Donald Trump said that “maybe if you drank bleach you may be okay.”",/factchecks/2020/jul/11/joe-biden/no-trump-didnt-tell-americans-infected-coronavirus/,barely-true
202,"""Three hundred sixty thousand Pennsylvanians fought on the side of the Union to defeat the flag, that Confederate flag, including more Black soldiers coming from Pennsylvania than any other state in the nation.""",/factchecks/2020/jul/10/joe-biden/did-pa-send-more-black-troops-fight-union-during-c/,mostly-true
203,U.S. Rep. Matt “Cartwright proposes to defund the Wilkes-Barre police.”,/factchecks/2020/jul/09/jim-bognet/no-pa-congressman-matt-cartwright-did-not-call-def/,false
204,“Dr. Fauci: No reason to be wearing a mask.”,/factchecks/2020/jul/08/facebook-posts/video-shows-outdated-face-mask-guidance-dr-anthony/,barely-true
205,Federal aid for state and local governments through a proposed coronavirus relief bill would amount to “half of what the Republicans put onto the national debt.”,/factchecks/2020/jul/07/nancy-pelosi/pelosi-compares-cost-state-and-local-aid-coronavir/,mostly-true
206,Says 99% of COVID-19 cases “are totally harmless.”,/factchecks/2020/jul/06/donald-trump/donald-trumps-false-claim-99-covid-19-cases-are-ha/,false
207,Says Taylor Swift wants to remove the Statue of Liberty,/factchecks/2020/jul/02/facebook-posts/no-taylor-swift-didnt-say-we-should-remove-statue-/,pants-fire
208,"“Joe Biden and the Democrats want to prosecute Americans for going to church, but not for burning a church.”",/factchecks/2020/jun/23/donald-trump/trump-wrongly-claims-biden-wants-prosecute-churchg/,false
209,Says Osama bin Laden endorsed Joe Biden,/factchecks/2020/jun/19/donald-trump-jr/no-osama-bin-laden-did-not-endorse-joe-biden/,false
210,Says before he planned a rally on June 19 “nobody had ever heard of” Juneteenth.,/factchecks/2020/jun/18/donald-trump/donald-trumps-pants-fire-claim-nobody-had-heard-ju/,pants-fire
211,"In COVID-19 crisis, “only 20% of African Americans had jobs where they could work from home.”",/factchecks/2020/jun/16/desiree-rogers/blacks-hispanics-less-likely-have-jobs-where-they-/,true
212,Wearing the Kente cloth “worn by affluent African slave traders” is “like honoring Jews by wearing swastikas.”,/factchecks/2020/jun/12/viral-image/bloggers-twist-history-say-democrats-wore-symbol-s/,false
213,“It wasn't a big deal when Bill Clinton held up the Bible in front of the same exact church (as Donald Trump).”,/factchecks/2020/jun/11/facebook-posts/no-donald-trump-church-photo-op-was-not-same-bill-/,false
214,“More than 20 police officers are dead now because of the riots.”,/factchecks/2020/jun/10/facebook-posts/post-inflates-number-police-killed-connection-prot/,false
215,“There were not chemical irritants” used to clear a crowd. Pepper balls are “not a chemical irritant.”,/factchecks/2020/jun/08/william-barr/barr-says-federal-police-didnt-use-chemical-irrita/,pants-fire
